Gene	Uniprot	Breast cancer	Cervical cancer	Colorectal cancer	Endometrial cancer	Glioma	Head and neck cancer	Liver cancer	Lung cancer	Melanoma	Ovarian cancer	Pancreatic cancer	Prostate cancer	Renal cancer	Stomach cancer	Testis cancer	Thyroid cancer	Urothelial cancer
7-Mar	Q9H992	unprognostic (2.42e-1)	unprognostic (2.24e-1)	unprognostic (1.02e-2)	unprognostic (1.92e-2)	unprognostic (1.62e-2)	unprognostic (2.10e-1)	prognostic unfavourable (2.41e-4)	unprognostic (2.46e-2)	unprognostic (6.42e-2)	unprognostic (3.44e-1)	unprognostic (3.17e-2)	unprognostic (3.53e-2)	prognostic unfavourable (1.84e-4)	unprognostic (1.41e-3)	unprognostic (1.38e-1)	unprognostic (2.57e-1)	unprognostic (1.61e-1)
TRABD	Q9H4I3	unprognostic (9.37e-2)	unprognostic (1.36e-2)	unprognostic (1.18e-1)	prognostic favourable (1.19e-5)	unprognostic (2.80e-1)	unprognostic (2.79e-1)	unprognostic (1.42e-3)	unprognostic (6.12e-2)	unprognostic (2.40e-1)	unprognostic (4.68e-3)	unprognostic (1.65e-1)	unprognostic (3.27e-2)	prognostic unfavourable (1.85e-4)	unprognostic (1.08e-3)	unprognostic (1.19e-1)	unprognostic (2.87e-2)	unprognostic (2.98e-3)
RBMS3	Q6XE24	unprognostic (8.39e-2)	unprognostic (2.54e-2)	unprognostic (1.02e-1)	unprognostic (7.08e-2)	unprognostic (2.29e-1)	unprognostic (1.33e-1)	unprognostic (3.13e-2)	unprognostic (4.95e-2)	unprognostic (1.08e-1)	unprognostic (3.90e-2)	unprognostic (1.90e-1)	unprognostic (4.94e-2)	prognostic unfavourable (1.85e-4)	unprognostic (2.25e-3)	unprognostic (3.81e-2)	unprognostic (8.48e-2)	unprognostic (3.24e-4)
CHORDC1	Q9UHD1	unprognostic (2.29e-3)	unprognostic (3.08e-1)	unprognostic (5.26e-2)	unprognostic (3.10e-2)	unprognostic (3.27e-1)	unprognostic (1.85e-2)	prognostic unfavourable (4.93e-7)	unprognostic (1.84e-1)	unprognostic (1.04e-3)	unprognostic (5.27e-3)	unprognostic (2.25e-1)	unprognostic (2.73e-2)	prognostic unfavourable (1.88e-4)	unprognostic (4.23e-2)	unprognostic (2.63e-1)	unprognostic (2.59e-1)	unprognostic (1.52e-1)
ZC3H8	Q8N5P1	unprognostic (2.45e-1)	unprognostic (1.64e-1)	unprognostic (1.03e-1)	prognostic unfavourable (1.12e-6)	unprognostic (4.93e-2)	unprognostic (1.01e-1)	unprognostic (4.29e-3)	unprognostic (8.76e-2)	unprognostic (1.20e-2)	unprognostic (5.04e-2)	unprognostic (7.22e-2)	unprognostic (2.89e-2)	prognostic unfavourable (1.89e-4)	unprognostic (2.74e-2)	unprognostic (3.49e-2)	unprognostic (8.02e-3)	unprognostic (4.88e-3)
CSE1L	P55060	unprognostic (4.01e-2)	unprognostic (3.15e-2)	unprognostic (5.63e-2)	prognostic unfavourable (2.91e-5)	unprognostic (4.86e-1)	unprognostic (4.91e-2)	prognostic unfavourable (2.42e-8)	unprognostic (3.44e-2)	unprognostic (1.45e-2)	unprognostic (2.63e-2)	unprognostic (2.72e-3)	unprognostic (2.54e-2)	prognostic unfavourable (1.89e-4)	unprognostic (2.59e-1)	unprognostic (4.84e-1)	unprognostic (5.71e-1)	prognostic unfavourable (6.91e-4)
SH3PXD2B	A1X283	unprognostic (3.32e-1)	unprognostic (1.95e-2)	unprognostic (4.84e-1)	unprognostic (2.96e-1)	unprognostic (1.84e-1)	unprognostic (2.38e-1)	prognostic unfavourable (7.51e-5)	unprognostic (5.38e-3)	unprognostic (3.11e-1)	unprognostic (1.53e-2)	unprognostic (1.04e-2)	unprognostic (1.76e-1)	prognostic unfavourable (1.90e-4)	unprognostic (1.87e-2)	unprognostic (1.57e-1)	unprognostic (5.25e-2)	prognostic unfavourable (8.45e-4)
ABCC10	Q5T3U5	unprognostic (2.41e-1)	unprognostic (2.76e-1)	unprognostic (1.85e-2)	unprognostic (2.64e-1)	unprognostic (1.34e-1)	unprognostic (1.69e-2)	unprognostic (3.01e-3)	unprognostic (1.85e-2)	unprognostic (8.88e-2)	unprognostic (2.64e-1)	unprognostic (8.35e-2)	unprognostic (1.29e-1)	prognostic unfavourable (1.90e-4)	unprognostic (2.75e-1)	unprognostic (3.85e-1)	unprognostic (1.58e-1)	unprognostic (2.80e-2)
UVSSA	"Q2YD98, Q8N1N5"	unprognostic (6.40e-3)	unprognostic (4.91e-2)	unprognostic (1.34e-1)	unprognostic (1.13e-2)	unprognostic (1.67e-1)	unprognostic (3.85e-4)	unprognostic (1.89e-1)	unprognostic (4.80e-2)	unprognostic (1.38e-1)	unprognostic (4.88e-2)	unprognostic (2.12e-3)	unprognostic (3.92e-3)	prognostic unfavourable (1.90e-4)	unprognostic (2.76e-3)	unprognostic (5.19e-2)	unprognostic (1.02e-2)	prognostic favourable (6.87e-4)
OGN	P20774	unprognostic (2.31e-1)	unprognostic (3.94e-3)	unprognostic (1.74e-1)	unprognostic (2.08e-2)	unprognostic (2.60e-1)	unprognostic (2.70e-1)	unprognostic (1.44e-4)	unprognostic (4.42e-2)	unprognostic (1.01e-2)	prognostic unfavourable (4.04e-4)	unprognostic (2.47e-1)	unprognostic (1.06e-1)	prognostic unfavourable (1.92e-4)	unprognostic (3.37e-3)	unprognostic (3.86e-2)	unprognostic (2.20e-3)	prognostic unfavourable (2.03e-4)
RNF207	Q6ZRF8	unprognostic (5.53e-3)	unprognostic (1.23e-1)	unprognostic (1.62e-2)	unprognostic (4.46e-2)	unprognostic (4.84e-2)	unprognostic (5.91e-3)	unprognostic (9.48e-2)	unprognostic (1.22e-1)	unprognostic (1.57e-2)	unprognostic (8.74e-2)	unprognostic (9.93e-2)	unprognostic (5.17e-2)	prognostic unfavourable (1.92e-4)	unprognostic (3.76e-2)	unprognostic (2.93e-2)	unprognostic (1.89e-1)	unprognostic (8.10e-3)
ARHGAP25	P42331	unprognostic (1.13e-3)	prognostic favourable (7.72e-4)	unprognostic (2.45e-2)	unprognostic (4.44e-3)	unprognostic (8.07e-2)	unprognostic (1.36e-2)	unprognostic (1.13e-1)	unprognostic (6.16e-3)	unprognostic (2.67e-2)	unprognostic (3.51e-2)	unprognostic (1.00e-1)	unprognostic (1.87e-1)	prognostic unfavourable (1.93e-4)	unprognostic (3.10e-1)	unprognostic (4.26e-2)	unprognostic (3.61e-1)	unprognostic (4.49e-2)
MOB3A	Q96BX8	unprognostic (2.05e-2)	unprognostic (3.58e-2)	unprognostic (1.39e-1)	prognostic favourable (1.33e-6)	unprognostic (3.40e-2)	unprognostic (3.53e-3)	unprognostic (3.12e-3)	unprognostic (1.17e-2)	unprognostic (2.48e-2)	unprognostic (2.16e-2)	unprognostic (7.74e-3)	unprognostic (3.83e-1)	prognostic unfavourable (1.93e-4)	unprognostic (5.90e-2)	unprognostic (3.27e-1)	unprognostic (1.27e-1)	unprognostic (1.18e-1)
PERM1	Q5SV97	unprognostic (3.67e-2)	unprognostic (5.72e-2)	unprognostic (6.05e-2)	unprognostic (1.89e-1)	unprognostic (2.86e-2)	unprognostic (4.25e-2)	unprognostic (7.58e-4)	unprognostic (2.34e-1)	unprognostic (1.70e-1)	unprognostic (2.64e-1)	unprognostic (1.69e-2)	unprognostic (4.67e-2)	prognostic unfavourable (1.95e-4)	unprognostic (1.70e-1)	unprognostic (2.25e-1)	unprognostic (2.48e-2)	unprognostic (1.96e-2)
PLEK	P08567	unprognostic (2.57e-2)	unprognostic (5.18e-2)	unprognostic (1.87e-3)	unprognostic (4.52e-3)	unprognostic (3.52e-1)	unprognostic (3.08e-2)	unprognostic (4.67e-2)	unprognostic (3.40e-2)	unprognostic (4.00e-2)	unprognostic (1.24e-1)	unprognostic (1.07e-1)	unprognostic (1.22e-1)	prognostic unfavourable (1.95e-4)	unprognostic (3.57e-1)	unprognostic (4.42e-2)	unprognostic (2.03e-1)	unprognostic (1.56e-1)
ENPP3	O14638	unprognostic (2.74e-1)	unprognostic (1.99e-2)	unprognostic (1.84e-1)	unprognostic (5.41e-3)	unprognostic (6.07e-2)	unprognostic (4.86e-5)	unprognostic (1.13e-1)	unprognostic (7.20e-3)	unprognostic (1.17e-1)	unprognostic (1.13e-1)	unprognostic (2.21e-3)	unprognostic (2.34e-1)	prognostic unfavourable (1.96e-4)	unprognostic (2.80e-2)	unprognostic (7.85e-2)	unprognostic (2.29e-1)	unprognostic (1.31e-3)
CCDC130	P13994	unprognostic (6.54e-2)	unprognostic (5.72e-3)	unprognostic (2.13e-3)	unprognostic (1.27e-3)	unprognostic (2.71e-1)	prognostic favourable (7.83e-5)	unprognostic (7.04e-2)	unprognostic (1.25e-2)	unprognostic (2.47e-1)	unprognostic (9.69e-2)	prognostic favourable (2.34e-4)	unprognostic (2.06e-2)	prognostic unfavourable (1.97e-4)	unprognostic (1.09e-1)	unprognostic (1.15e-1)	unprognostic (1.94e-1)	prognostic favourable (1.82e-4)
ORC2	Q13416	unprognostic (3.04e-1)	unprognostic (1.76e-1)	unprognostic (2.89e-1)	unprognostic (8.12e-3)	unprognostic (3.40e-2)	unprognostic (1.52e-2)	unprognostic (2.37e-3)	unprognostic (3.28e-1)	prognostic unfavourable (8.42e-4)	unprognostic (6.18e-2)	unprognostic (4.56e-2)	unprognostic (4.63e-3)	prognostic unfavourable (1.97e-4)	unprognostic (9.67e-2)	unprognostic (3.74e-1)	unprognostic (1.42e-1)	unprognostic (5.31e-3)
KCNN3	Q9UGI6	unprognostic (2.09e-1)	unprognostic (2.91e-2)	unprognostic (3.41e-2)	unprognostic (1.04e-1)	unprognostic (7.22e-2)	unprognostic (4.06e-2)	unprognostic (2.19e-2)	unprognostic (2.03e-1)	unprognostic (3.43e-2)	unprognostic (9.51e-2)	unprognostic (4.07e-3)	unprognostic (4.89e-2)	prognostic unfavourable (1.97e-4)	unprognostic (1.71e-2)	unprognostic (1.54e-1)	unprognostic (6.93e-2)	unprognostic (1.80e-2)
S100A13	Q99584	unprognostic (1.50e-2)	unprognostic (9.09e-2)	unprognostic (2.08e-2)	unprognostic (1.45e-1)	unprognostic (7.77e-2)	unprognostic (9.72e-3)	unprognostic (1.75e-3)	unprognostic (9.93e-2)	unprognostic (6.48e-2)	unprognostic (1.67e-1)	unprognostic (1.21e-2)	unprognostic (4.83e-3)	prognostic unfavourable (1.97e-4)	unprognostic (3.43e-2)	unprognostic (8.10e-2)	unprognostic (1.82e-3)	unprognostic (1.72e-2)
CDCA7L	Q96GN5	unprognostic (5.13e-3)	unprognostic (5.94e-2)	unprognostic (1.91e-1)	unprognostic (4.63e-2)	unprognostic (2.33e-1)	unprognostic (2.15e-1)	prognostic unfavourable (4.36e-6)	unprognostic (4.09e-2)	unprognostic (2.86e-1)	unprognostic (3.87e-2)	unprognostic (3.22e-2)	unprognostic (2.34e-1)	prognostic unfavourable (1.98e-4)	unprognostic (2.00e-1)	unprognostic (1.60e-1)	unprognostic (1.73e-1)	unprognostic (2.83e-3)
PRR7	Q8TB68	unprognostic (3.69e-1)	unprognostic (9.07e-2)	unprognostic (1.16e-1)	unprognostic (3.48e-2)	unprognostic (4.08e-2)	unprognostic (7.94e-3)	prognostic unfavourable (1.50e-4)	unprognostic (1.55e-1)	unprognostic (1.01e-1)	unprognostic (4.75e-2)	unprognostic (5.86e-2)	unprognostic (2.76e-2)	prognostic unfavourable (1.98e-4)	unprognostic (8.84e-3)	unprognostic (2.22e-1)	unprognostic (3.76e-2)	unprognostic (1.69e-1)
SAP30BP	Q9UHR5	unprognostic (6.92e-2)	unprognostic (8.56e-3)	unprognostic (1.20e-1)	unprognostic (5.34e-3)	unprognostic (2.95e-2)	unprognostic (2.01e-1)	prognostic unfavourable (4.71e-5)	unprognostic (1.53e-2)	unprognostic (2.15e-1)	unprognostic (8.32e-3)	unprognostic (1.03e-2)	unprognostic (3.31e-3)	prognostic unfavourable (1.98e-4)	unprognostic (1.31e-1)	unprognostic (1.88e-1)	unprognostic (6.06e-2)	unprognostic (6.58e-2)
IQSEC2	Q5JU85	unprognostic (1.85e-1)	unprognostic (7.77e-2)	unprognostic (2.61e-2)	unprognostic (1.32e-1)	unprognostic (4.66e-3)	unprognostic (6.02e-2)	unprognostic (2.80e-1)	unprognostic (3.78e-2)	unprognostic (2.82e-1)	unprognostic (9.05e-2)	unprognostic (1.57e-1)	unprognostic (2.59e-1)	prognostic unfavourable (2.00e-4)	unprognostic (1.56e-2)	unprognostic (1.75e-1)	unprognostic (4.30e-2)	prognostic favourable (2.38e-4)
UBE2J2	Q8N2K1	unprognostic (9.39e-2)	unprognostic (1.17e-1)	unprognostic (2.25e-1)	unprognostic (3.04e-2)	unprognostic (1.88e-2)	unprognostic (4.46e-2)	unprognostic (1.67e-3)	unprognostic (1.60e-1)	unprognostic (1.60e-2)	unprognostic (9.57e-2)	unprognostic (1.28e-3)	unprognostic (1.32e-1)	prognostic unfavourable (2.00e-4)	unprognostic (2.09e-2)	unprognostic (6.19e-2)	unprognostic (1.87e-1)	unprognostic (3.46e-2)
LAMA4	Q16363	unprognostic (1.87e-2)	unprognostic (6.48e-2)	unprognostic (8.37e-2)	unprognostic (2.39e-2)	unprognostic (1.04e-1)	unprognostic (1.15e-1)	unprognostic (2.52e-2)	unprognostic (5.07e-2)	unprognostic (4.59e-2)	unprognostic (2.93e-2)	unprognostic (9.06e-2)	unprognostic (1.78e-1)	prognostic unfavourable (2.00e-4)	unprognostic (4.40e-3)	unprognostic (1.85e-1)	unprognostic (2.80e-2)	unprognostic (1.15e-2)
MYRF	Q9Y2G1	unprognostic (3.51e-2)	unprognostic (3.34e-1)	unprognostic (1.56e-1)	unprognostic (5.39e-2)	unprognostic (1.54e-1)	unprognostic (3.65e-2)	unprognostic (1.34e-1)	unprognostic (9.34e-3)	unprognostic (2.44e-1)	unprognostic (1.27e-1)	unprognostic (1.01e-2)	unprognostic (2.54e-2)	prognostic unfavourable (2.01e-4)	unprognostic (8.91e-3)	unprognostic (1.11e-1)	unprognostic (2.67e-1)	unprognostic (6.73e-2)
USB1	Q9BQ65	unprognostic (2.79e-1)	unprognostic (3.84e-2)	unprognostic (1.21e-2)	unprognostic (9.65e-2)	unprognostic (2.03e-1)	unprognostic (2.23e-3)	prognostic unfavourable (6.69e-7)	unprognostic (4.30e-3)	unprognostic (2.92e-1)	unprognostic (4.98e-2)	unprognostic (1.95e-1)	unprognostic (1.78e-2)	prognostic unfavourable (2.02e-4)	unprognostic (2.18e-1)	unprognostic (1.56e-1)	unprognostic (1.06e-3)	unprognostic (5.04e-2)
SRSF3	P84103	unprognostic (3.25e-1)	unprognostic (1.08e-3)	prognostic favourable (2.56e-4)	unprognostic (8.19e-2)	unprognostic (2.06e-2)	unprognostic (2.77e-2)	prognostic unfavourable (6.22e-5)	unprognostic (2.92e-2)	prognostic unfavourable (1.95e-4)	prognostic favourable (1.37e-4)	unprognostic (9.61e-2)	unprognostic (1.21e-1)	prognostic unfavourable (2.02e-4)	unprognostic (9.88e-2)	unprognostic (3.33e-2)	unprognostic (8.33e-2)	unprognostic (1.06e-2)
CHTOP	Q9Y3Y2	unprognostic (2.72e-1)	unprognostic (2.41e-1)	unprognostic (3.41e-2)	unprognostic (6.77e-2)	unprognostic (6.80e-2)	unprognostic (3.08e-2)	prognostic unfavourable (4.85e-4)	unprognostic (8.65e-2)	prognostic unfavourable (4.08e-4)	unprognostic (9.16e-2)	unprognostic (2.20e-1)	unprognostic (7.30e-3)	prognostic unfavourable (2.02e-4)	unprognostic (1.58e-2)	unprognostic (4.19e-2)	unprognostic (2.70e-1)	prognostic favourable (2.69e-4)
HHLA3	Q9XRX5	unprognostic (2.31e-3)	unprognostic (8.35e-2)	unprognostic (3.29e-2)	unprognostic (6.61e-2)	unprognostic (2.44e-1)	unprognostic (1.29e-1)	unprognostic (8.24e-3)	unprognostic (9.87e-2)	unprognostic (2.07e-1)	unprognostic (3.08e-2)	unprognostic (3.67e-1)	unprognostic (1.69e-1)	prognostic unfavourable (2.03e-4)	unprognostic (1.75e-1)	unprognostic (3.92e-2)	unprognostic (5.16e-1)	unprognostic (3.60e-2)
PRPF38B	Q5VTL8	unprognostic (2.13e-3)	unprognostic (9.66e-2)	unprognostic (9.67e-2)	unprognostic (4.57e-2)	unprognostic (5.00e-3)	unprognostic (1.09e-2)	prognostic unfavourable (2.26e-4)	unprognostic (3.28e-3)	unprognostic (3.77e-3)	unprognostic (9.49e-3)	unprognostic (1.34e-1)	unprognostic (9.44e-3)	prognostic unfavourable (2.03e-4)	unprognostic (6.97e-2)	unprognostic (1.64e-1)	unprognostic (1.42e-1)	unprognostic (2.26e-1)
GEMIN5	Q8TEQ6	unprognostic (1.14e-2)	unprognostic (2.81e-3)	unprognostic (5.41e-3)	prognostic unfavourable (6.23e-5)	unprognostic (5.44e-2)	unprognostic (1.69e-1)	prognostic unfavourable (1.78e-4)	unprognostic (9.91e-2)	unprognostic (8.70e-2)	unprognostic (3.61e-2)	unprognostic (9.38e-2)	unprognostic (5.11e-2)	prognostic unfavourable (2.05e-4)	unprognostic (1.02e-1)	unprognostic (2.54e-1)	unprognostic (9.40e-3)	unprognostic (5.01e-2)
EVI2B	P34910	unprognostic (1.07e-2)	unprognostic (1.20e-2)	unprognostic (5.97e-2)	unprognostic (4.09e-3)	unprognostic (2.99e-2)	unprognostic (1.41e-2)	unprognostic (3.06e-1)	unprognostic (3.36e-2)	unprognostic (1.93e-2)	unprognostic (1.48e-1)	unprognostic (1.78e-2)	unprognostic (2.34e-1)	prognostic unfavourable (2.05e-4)	unprognostic (1.56e-2)	unprognostic (3.32e-2)	unprognostic (8.64e-2)	unprognostic (2.73e-2)
HPS5	Q9UPZ3	unprognostic (2.25e-2)	unprognostic (1.97e-1)	unprognostic (1.07e-1)	unprognostic (2.59e-1)	unprognostic (9.85e-3)	unprognostic (5.89e-1)	unprognostic (1.47e-2)	unprognostic (1.55e-1)	unprognostic (1.61e-1)	unprognostic (5.20e-2)	unprognostic (1.51e-1)	unprognostic (1.59e-1)	prognostic unfavourable (2.05e-4)	unprognostic (2.06e-1)	unprognostic (1.18e-1)	unprognostic (8.67e-2)	unprognostic (2.72e-1)
TCF7L1	Q9HCS4	unprognostic (1.59e-1)	unprognostic (1.86e-1)	unprognostic (3.64e-3)	prognostic unfavourable (1.70e-4)	unprognostic (1.05e-2)	unprognostic (1.17e-1)	prognostic unfavourable (6.16e-5)	unprognostic (1.79e-2)	unprognostic (3.59e-3)	unprognostic (2.73e-1)	unprognostic (5.17e-3)	unprognostic (1.69e-1)	prognostic unfavourable (2.06e-4)	prognostic unfavourable (2.72e-4)	unprognostic (1.70e-1)	unprognostic (3.52e-2)	prognostic unfavourable (5.38e-4)
IRAK1	P51617	unprognostic (4.46e-3)	unprognostic (9.32e-2)	unprognostic (1.71e-2)	unprognostic (5.04e-3)	unprognostic (7.09e-3)	unprognostic (4.43e-3)	prognostic unfavourable (3.03e-4)	unprognostic (7.89e-3)	unprognostic (3.36e-2)	unprognostic (3.69e-2)	unprognostic (1.95e-1)	unprognostic (6.64e-2)	prognostic unfavourable (2.06e-4)	unprognostic (2.76e-3)	unprognostic (2.36e-1)	unprognostic (2.21e-3)	unprognostic (3.04e-1)
PAFAH1B3	Q15102	unprognostic (3.19e-1)	unprognostic (5.38e-3)	unprognostic (1.13e-1)	unprognostic (5.99e-2)	unprognostic (1.83e-1)	unprognostic (2.09e-2)	prognostic unfavourable (8.74e-4)	unprognostic (1.73e-1)	unprognostic (2.67e-1)	unprognostic (6.36e-2)	unprognostic (2.37e-1)	unprognostic (7.67e-2)	prognostic unfavourable (2.07e-4)	unprognostic (2.68e-1)	unprognostic (3.21e-2)	unprognostic (4.56e-2)	unprognostic (6.80e-3)
SF3A2	Q15428	unprognostic (5.29e-2)	prognostic favourable (7.16e-4)	prognostic unfavourable (8.64e-4)	unprognostic (3.09e-3)	unprognostic (9.19e-2)	unprognostic (7.98e-2)	prognostic unfavourable (3.23e-5)	unprognostic (1.85e-1)	unprognostic (1.56e-1)	unprognostic (1.71e-1)	unprognostic (5.72e-3)	unprognostic (7.94e-2)	prognostic unfavourable (2.07e-4)	unprognostic (4.09e-3)	unprognostic (5.38e-2)	unprognostic (2.85e-1)	unprognostic (8.73e-2)
PLK2	Q9NYY3	unprognostic (4.82e-2)	unprognostic (1.08e-2)	unprognostic (2.38e-1)	unprognostic (6.51e-2)	prognostic unfavourable (7.75e-4)	unprognostic (1.22e-1)	unprognostic (2.55e-2)	unprognostic (1.03e-2)	unprognostic (2.44e-2)	unprognostic (1.06e-2)	unprognostic (1.01e-1)	unprognostic (3.11e-1)	prognostic unfavourable (2.08e-4)	unprognostic (6.56e-2)	unprognostic (1.43e-1)	unprognostic (3.46e-1)	unprognostic (1.95e-3)
TRAF2	Q12933	unprognostic (7.77e-2)	unprognostic (4.54e-3)	prognostic unfavourable (9.32e-4)	unprognostic (1.15e-1)	unprognostic (1.11e-2)	unprognostic (1.45e-1)	prognostic unfavourable (3.06e-4)	unprognostic (4.91e-2)	unprognostic (7.23e-2)	unprognostic (4.28e-2)	unprognostic (7.39e-2)	unprognostic (2.82e-2)	prognostic unfavourable (2.09e-4)	unprognostic (1.80e-3)	unprognostic (5.52e-2)	unprognostic (1.60e-1)	unprognostic (1.53e-2)
SYTL4	Q96C24	unprognostic (7.82e-3)	unprognostic (1.52e-1)	unprognostic (3.43e-2)	unprognostic (6.16e-2)	unprognostic (1.04e-1)	unprognostic (1.14e-1)	unprognostic (5.78e-2)	unprognostic (1.32e-1)	unprognostic (3.35e-2)	unprognostic (2.81e-1)	unprognostic (1.07e-3)	unprognostic (5.62e-2)	prognostic unfavourable (2.09e-4)	unprognostic (1.30e-1)	unprognostic (1.56e-1)	unprognostic (1.67e-1)	unprognostic (1.60e-2)
MRPL58	Q14197	unprognostic (2.04e-1)	unprognostic (1.57e-2)	unprognostic (1.94e-3)	unprognostic (7.12e-2)	unprognostic (3.16e-2)	unprognostic (4.35e-2)	unprognostic (1.38e-3)	unprognostic (1.52e-1)	unprognostic (2.57e-1)	unprognostic (3.79e-3)	unprognostic (4.98e-2)	unprognostic (2.43e-2)	prognostic unfavourable (2.09e-4)	unprognostic (1.10e-1)	unprognostic (1.12e-1)	unprognostic (2.66e-2)	unprognostic (1.71e-1)
CSTB	P04080	unprognostic (1.69e-1)	unprognostic (3.35e-1)	unprognostic (2.09e-1)	unprognostic (3.05e-2)	unprognostic (3.05e-2)	unprognostic (5.92e-2)	prognostic unfavourable (6.66e-5)	unprognostic (1.90e-1)	unprognostic (1.32e-1)	unprognostic (2.14e-1)	unprognostic (1.27e-2)	unprognostic (1.79e-1)	prognostic unfavourable (2.10e-4)	unprognostic (3.63e-1)	unprognostic (4.88e-1)	unprognostic (4.24e-2)	unprognostic (1.24e-1)
CERKL	Q49MI3	unprognostic (7.52e-3)	unprognostic (6.13e-3)	unprognostic (2.09e-1)	unprognostic (3.92e-3)	unprognostic (4.46e-1)	unprognostic (2.71e-3)	unprognostic (2.59e-1)	unprognostic (1.39e-2)	unprognostic (2.76e-1)	unprognostic (2.27e-1)	prognostic favourable (5.25e-4)	unprognostic (4.54e-2)	prognostic unfavourable (2.10e-4)	unprognostic (1.37e-1)	unprognostic (3.65e-2)	unprognostic (3.07e-2)	unprognostic (8.45e-2)
RAC1	P63000	unprognostic (8.66e-3)	unprognostic (2.47e-1)	unprognostic (4.00e-1)	unprognostic (2.40e-2)	unprognostic (1.88e-3)	unprognostic (4.06e-2)	prognostic unfavourable (1.74e-5)	prognostic unfavourable (4.59e-4)	unprognostic (1.59e-1)	unprognostic (2.04e-1)	prognostic unfavourable (4.57e-5)	unprognostic (3.63e-1)	prognostic unfavourable (2.11e-4)	unprognostic (1.95e-1)	unprognostic (2.11e-2)	unprognostic (4.13e-2)	unprognostic (8.72e-3)
CPSF6	Q16630	unprognostic (1.50e-1)	unprognostic (3.33e-2)	unprognostic (4.37e-3)	unprognostic (5.47e-2)	unprognostic (4.24e-2)	unprognostic (7.74e-2)	prognostic unfavourable (1.91e-6)	unprognostic (6.82e-2)	unprognostic (2.91e-3)	unprognostic (8.57e-2)	unprognostic (1.52e-1)	unprognostic (2.53e-2)	prognostic unfavourable (2.11e-4)	unprognostic (2.20e-1)	unprognostic (7.63e-2)	unprognostic (2.05e-1)	unprognostic (7.41e-2)
CSRP1	P21291	unprognostic (7.08e-2)	unprognostic (1.59e-2)	unprognostic (4.86e-2)	unprognostic (9.89e-3)	unprognostic (1.33e-1)	prognostic unfavourable (2.61e-4)	unprognostic (2.87e-1)	unprognostic (1.45e-2)	unprognostic (6.88e-2)	unprognostic (1.22e-1)	unprognostic (9.24e-2)	unprognostic (2.58e-2)	prognostic unfavourable (2.11e-4)	unprognostic (2.14e-2)	unprognostic (1.66e-1)	unprognostic (1.76e-1)	unprognostic (2.96e-3)
GSTO1	P78417	prognostic favourable (6.95e-4)	unprognostic (9.23e-2)	unprognostic (1.43e-2)	unprognostic (6.83e-2)	unprognostic (7.16e-2)	prognostic unfavourable (8.83e-4)	unprognostic (1.38e-2)	unprognostic (1.84e-1)	unprognostic (9.23e-3)	unprognostic (4.57e-2)	unprognostic (7.65e-2)	unprognostic (2.13e-1)	prognostic unfavourable (2.11e-4)	unprognostic (1.86e-2)	unprognostic (1.29e-1)	unprognostic (5.51e-3)	unprognostic (5.82e-2)
CYGB	Q8WWM9	unprognostic (6.96e-2)	unprognostic (1.39e-1)	unprognostic (3.97e-2)	prognostic favourable (2.55e-5)	prognostic unfavourable (1.85e-4)	unprognostic (3.36e-2)	unprognostic (3.31e-3)	unprognostic (2.01e-1)	unprognostic (7.83e-2)	unprognostic (1.42e-1)	unprognostic (1.08e-2)	unprognostic (4.14e-2)	prognostic unfavourable (2.13e-4)	unprognostic (3.34e-2)	unprognostic (1.11e-2)	unprognostic (2.49e-2)	unprognostic (7.76e-2)
ARL6IP6	Q8N6S5	unprognostic (4.41e-1)	unprognostic (6.52e-2)	unprognostic (1.31e-1)	unprognostic (9.81e-3)	unprognostic (1.28e-1)	unprognostic (9.86e-3)	prognostic unfavourable (1.73e-4)	unprognostic (5.43e-2)	unprognostic (2.07e-2)	unprognostic (2.00e-3)	unprognostic (4.95e-2)	unprognostic (1.88e-1)	prognostic unfavourable (2.14e-4)	unprognostic (2.14e-1)	unprognostic (2.67e-1)	unprognostic (4.57e-1)	unprognostic (7.39e-2)
COA4	Q9NYJ1	unprognostic (7.30e-2)	unprognostic (8.69e-2)	unprognostic (2.09e-1)	unprognostic (2.60e-2)	unprognostic (1.87e-1)	unprognostic (1.40e-2)	unprognostic (3.64e-3)	unprognostic (1.49e-1)	unprognostic (2.22e-2)	prognostic favourable (3.87e-4)	unprognostic (1.31e-2)	unprognostic (3.97e-2)	prognostic unfavourable (2.14e-4)	unprognostic (2.51e-1)	unprognostic (1.89e-1)	unprognostic (1.25e-1)	unprognostic (8.17e-2)
RPS23	P62266	unprognostic (1.29e-2)	unprognostic (1.60e-1)	unprognostic (1.16e-1)	unprognostic (2.70e-2)	unprognostic (1.28e-2)	unprognostic (1.77e-1)	prognostic unfavourable (4.72e-4)	unprognostic (6.61e-2)	unprognostic (5.80e-2)	unprognostic (2.24e-1)	unprognostic (8.29e-2)	unprognostic (2.61e-1)	prognostic unfavourable (2.17e-4)	unprognostic (3.87e-2)	unprognostic (6.47e-2)	unprognostic (2.22e-1)	unprognostic (1.67e-1)
